constructor,driver,year,date,quali_pos,status_id,position,dob,driver_nationality,constructor_nationality,GP_name,country,age_at_gp_in_days,driver_home,constructor_home,driver_dnf,constructor_dnf,driver_confidence,constructor_reliability,active_driver,active_constructor
Mercedes,Nico Rosberg,2015,26-07-2015,2,1,2,27-06-1985,Ger,Ger,Hungarian Grand Prix,Hun,10986,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
McLaren,Jenson Button,2015,26-07-2015,16,1,16,19-01-1980,Bri,Bri,Hungarian Grand Prix,Hun,12972,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Alfa Romeo,Marcus Ericsson,2015,26-07-2015,17,1,17,02-09-1990,Swe,Swi,Hungarian Grand Prix,Hun,9093,0,0,0,0,0.875,0.42713567839195976,0,1
Alfa Romeo,Felipe Nasr,2015,26-07-2015,18,1,18,21-08-1992,Bra,Swi,Hungarian Grand Prix,Hun,8374,0,0,0,0,0.925,0.42713567839195976,0,1
Williams,Felipe Massa,2015,26-07-2015,8,1,8,25-04-1981,Bra,Bri,Hungarian Grand Prix,Hun,12510,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Williams,Valtteri Bottas,2015,26-07-2015,6,1,6,28-08-1989,Fin,Bri,Hungarian Grand Prix,Hun,9463,0,0,0,0,0.965034965034965,0.4962593516209476,1,1
Renault,Pastor Maldonado,2015,26-07-2015,14,1,14,09-03-1985,Ven,Bri,Hungarian Grand Prix,Hun,11096,0,0,0,0,0.8229166666666666,0.5301507537688442,0,1
Manor Marussia,Roberto Merhi,2015,26-07-2015,19,12,19,22-03-1991,Spa,Bri,Hungarian Grand Prix,Hun,8892,0,0,0,1,0.9090909090909091,0.12121212121212122,0,0
Manor Marussia,Will Stevens,2015,26-07-2015,20,14,20,28-06-1991,Bri,Bri,Hungarian Grand Prix,Hun,8794,0,0,0,1,1,0.12121212121212122,0,0
AlphaTauri,Carlos Sainz,2015,26-07-2015,12,10,12,01-09-1994,Spa,Ita,Hungarian Grand Prix,Hun,7633,0,0,0,1,0.9038461538461539,0.4547738693467337,1,1
Ferrari,Kimi Räikkönen,2015,26-07-2015,5,131,5,17-10-1979,Fin,Ita,Hungarian Grand Prix,Hun,13066,0,0,0,1,0.9440993788819876,0.8980099502487562,1,1
Racing Point,Sergio Pérez,2015,26-07-2015,13,22,13,26-01-1990,Mex,Ind,Hungarian Grand Prix,Hun,9312,0,0,0,1,0.9333333333333333,0.6084788029925188,1,1
Racing Point,Nico Hülkenberg,2015,26-07-2015,11,33,11,19-08-1987,Ger,Ind,Hungarian Grand Prix,Hun,10203,0,0,0,1,0.898876404494382,0.6084788029925188,0,1
Mercedes,Lewis Hamilton,2015,23-08-2015,1,1,1,07-01-1985,Bri,Ger,Belgian Grand Prix,Bel,11185,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Mercedes,Nico Rosberg,2015,23-08-2015,2,1,2,27-06-1985,Ger,Ger,Belgian Grand Prix,Bel,11014,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Renault,Romain Grosjean,2015,23-08-2015,9,1,4,17-04-1986,Fre,Bri,Belgian Grand Prix,Bel,10720,0,0,0,0,0.8518518518518519,0.5301507537688442,1,1
Red Bull,Daniil Kvyat,2015,23-08-2015,12,1,12,26-04-1994,Rus,Aus,Belgian Grand Prix,Bel,7789,0,0,0,0,0.9175257731958762,0.825,1,1
Racing Point,Sergio Pérez,2015,23-08-2015,4,1,5,26-01-1990,Mex,Ind,Belgian Grand Prix,Bel,9340,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
Williams,Felipe Massa,2015,23-08-2015,6,1,7,25-04-1981,Bra,Bri,Belgian Grand Prix,Bel,12538,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Ferrari,Kimi Räikkönen,2015,23-08-2015,16,1,14,17-10-1979,Fin,Ita,Belgian Grand Prix,Bel,13094,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
AlphaTauri,Max Verstappen,2015,23-08-2015,18,1,15,30-09-1997,Dut,Ita,Belgian Grand Prix,Bel,6536,0,0,0,0,0.9142857142857143,0.4547738693467337,1,1
Williams,Valtteri Bottas,2015,23-08-2015,3,131,3,28-08-1989,Fin,Bri,Belgian Grand Prix,Bel,9491,0,0,0,1,0.965034965034965,0.4962593516209476,1,1
Alfa Romeo,Marcus Ericsson,2015,23-08-2015,13,1,13,02-09-1990,Swe,Swi,Belgian Grand Prix,Bel,9121,0,0,0,0,0.875,0.42713567839195976,0,1
Alfa Romeo,Felipe Nasr,2015,23-08-2015,14,1,16,21-08-1992,Bra,Swi,Belgian Grand Prix,Bel,8402,0,0,0,0,0.925,0.42713567839195976,0,1
Ferrari,Sebastian Vettel,2015,23-08-2015,8,27,9,03-07-1987,Ger,Ita,Belgian Grand Prix,Bel,10278,0,0,0,1,0.955,0.8980099502487562,1,1
McLaren,Fernando Alonso,2015,23-08-2015,20,11,18,29-07-1981,Spa,Bri,Belgian Grand Prix,Bel,12443,0,0,0,1,0.9248554913294798,0.5914786967418546,0,1
McLaren,Jenson Button,2015,23-08-2015,19,11,17,19-01-1980,Bri,Bri,Belgian Grand Prix,Bel,13000,0,0,0,1,0.9407407407407408,0.5914786967418546,0,1
AlphaTauri,Carlos Sainz,2015,23-08-2015,10,131,10,01-09-1994,Spa,Ita,Belgian Grand Prix,Bel,7661,0,0,0,1,0.9038461538461539,0.4547738693467337,1,1
Red Bull,Daniel Ricciardo,2015,23-08-2015,5,131,6,01-07-1989,Aus,Aus,Belgian Grand Prix,Bel,9549,0,0,0,1,0.9421965317919075,0.825,1,1
Renault,Pastor Maldonado,2015,23-08-2015,7,5,8,09-03-1985,Ven,Bri,Belgian Grand Prix,Bel,11124,0,0,0,1,0.8229166666666666,0.5301507537688442,0,1
Racing Point,Nico Hülkenberg,2015,23-08-2015,11,75,11,19-08-1987,Ger,Ind,Belgian Grand Prix,Bel,10231,0,0,0,1,0.898876404494382,0.6084788029925188,0,1
Mercedes,Lewis Hamilton,2015,06-09-2015,1,1,1,07-01-1985,Bri,Ger,Italian Grand Prix,Ita,11199,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Ferrari,Sebastian Vettel,2015,06-09-2015,3,1,3,03-07-1987,Ger,Ita,Italian Grand Prix,Ita,10292,0,1,0,0,0.955,0.8980099502487562,1,1
Williams,Felipe Massa,2015,06-09-2015,5,1,5,25-04-1981,Bra,Bri,Italian Grand Prix,Ita,12552,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Williams,Valtteri Bottas,2015,06-09-2015,6,1,6,28-08-1989,Fin,Bri,Italian Grand Prix,Ita,9505,0,0,0,0,0.965034965034965,0.4962593516209476,1,1
Ferrari,Kimi Räikkönen,2015,06-09-2015,2,1,2,17-10-1979,Fin,Ita,Italian Grand Prix,Ita,13108,0,1,0,0,0.9440993788819876,0.8980099502487562,1,1
Racing Point,Sergio Pérez,2015,06-09-2015,7,1,7,26-01-1990,Mex,Ind,Italian Grand Prix,Ita,9354,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
Racing Point,Nico Hülkenberg,2015,06-09-2015,9,11,9,19-08-1987,Ger,Ind,Italian Grand Prix,Ita,10245,0,0,0,1,0.898876404494382,0.6084788029925188,0,1
Red Bull,Daniel Ricciardo,2015,06-09-2015,19,11,15,01-07-1989,Aus,Aus,Italian Grand Prix,Ita,9563,0,0,0,1,0.9421965317919075,0.825,1,1
Alfa Romeo,Marcus Ericsson,2015,06-09-2015,12,11,10,02-09-1990,Swe,Swi,Italian Grand Prix,Ita,9135,0,0,0,1,0.875,0.42713567839195976,0,1
Red Bull,Daniil Kvyat,2015,06-09-2015,18,11,14,26-04-1994,Rus,Aus,Italian Grand Prix,Ita,7803,0,0,0,1,0.9175257731958762,0.825,1,1
AlphaTauri,Carlos Sainz,2015,06-09-2015,17,11,13,01-09-1994,Spa,Ita,Italian Grand Prix,Ita,7675,0,1,0,1,0.9038461538461539,0.4547738693467337,1,1
AlphaTauri,Max Verstappen,2015,06-09-2015,20,11,20,30-09-1997,Dut,Ita,Italian Grand Prix,Ita,6550,0,1,0,1,0.9142857142857143,0.4547738693467337,1,1
Alfa Romeo,Felipe Nasr,2015,06-09-2015,17,11,12,21-08-1992,Bra,Swi,Italian Grand Prix,Ita,8416,0,0,0,1,0.925,0.42713567839195976,0,1
McLaren,Jenson Button,2015,06-09-2015,15,11,16,19-01-1980,Bri,Bri,Italian Grand Prix,Ita,13014,0,0,0,1,0.9407407407407408,0.5914786967418546,0,1
Manor Marussia,Will Stevens,2015,06-09-2015,13,12,18,28-06-1991,Bri,Bri,Italian Grand Prix,Ita,8836,0,0,0,1,1,0.12121212121212122,0,0
Manor Marussia,Roberto Merhi,2015,06-09-2015,14,12,19,22-03-1991,Spa,Bri,Italian Grand Prix,Ita,8934,0,0,0,1,0.9090909090909091,0.12121212121212122,0,0
Mercedes,Nico Rosberg,2015,06-09-2015,4,13,4,27-06-1985,Ger,Ger,Italian Grand Prix,Ita,11028,0,0,0,1,0.9485294117647058,0.8778054862842892,0,1
McLaren,Fernando Alonso,2015,06-09-2015,16,16,17,29-07-1981,Spa,Bri,Italian Grand Prix,Ita,12457,0,0,0,1,0.9248554913294798,0.5914786967418546,0,1
Renault,Romain Grosjean,2015,06-09-2015,8,130,8,17-04-1986,Fre,Bri,Italian Grand Prix,Ita,10734,0,0,1,0,0.8518518518518519,0.5301507537688442,1,1
Renault,Pastor Maldonado,2015,06-09-2015,10,130,11,09-03-1985,Ven,Bri,Italian Grand Prix,Ita,11138,0,0,1,0,0.8229166666666666,0.5301507537688442,0,1
Ferrari,Sebastian Vettel,2015,20-09-2015,1,1,1,03-07-1987,Ger,Ita,Singapore Grand Prix,Sin,10306,0,0,0,0,0.955,0.8980099502487562,1,1
Red Bull,Daniel Ricciardo,2015,20-09-2015,2,1,2,01-07-1989,Aus,Aus,Singapore Grand Prix,Sin,9577,0,0,0,0,0.9421965317919075,0.825,1,1
Ferrari,Kimi Räikkönen,2015,20-09-2015,3,1,3,17-10-1979,Fin,Ita,Singapore Grand Prix,Sin,13122,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Mercedes,Nico Rosberg,2015,20-09-2015,6,1,6,27-06-1985,Ger,Ger,Singapore Grand Prix,Sin,11042,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Williams,Valtteri Bottas,2015,20-09-2015,7,1,7,28-08-1989,Fin,Bri,Singapore Grand Prix,Sin,9519,0,0,0,0,0.965034965034965,0.4962593516209476,1,1
Red Bull,Daniil Kvyat,2015,20-09-2015,4,1,4,26-04-1994,Rus,Aus,Singapore Grand Prix,Sin,7817,0,0,0,0,0.9175257731958762,0.825,1,1
Racing Point,Sergio Pérez,2015,20-09-2015,13,1,13,26-01-1990,Mex,Ind,Singapore Grand Prix,Sin,9368,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
AlphaTauri,Max Verstappen,2015,20-09-2015,8,1,8,30-09-1997,Dut,Ita,Singapore Grand Prix,Sin,6564,0,0,0,0,0.9142857142857143,0.4547738693467337,1,1
AlphaTauri,Carlos Sainz,2015,20-09-2015,14,1,14,01-09-1994,Spa,Ita,Singapore Grand Prix,Sin,7689,0,0,0,0,0.9038461538461539,0.4547738693467337,1,1
Alfa Romeo,Felipe Nasr,2015,20-09-2015,16,1,16,21-08-1992,Bra,Swi,Singapore Grand Prix,Sin,8430,0,0,0,0,0.925,0.42713567839195976,0,1
Alfa Romeo,Marcus Ericsson,2015,20-09-2015,17,1,17,02-09-1990,Swe,Swi,Singapore Grand Prix,Sin,9149,0,0,0,0,0.875,0.42713567839195976,0,1
Renault,Pastor Maldonado,2015,20-09-2015,18,1,18,09-03-1985,Ven,Bri,Singapore Grand Prix,Sin,11152,0,0,0,0,0.8229166666666666,0.5301507537688442,0,1
Renault,Romain Grosjean,2015,20-09-2015,10,27,10,17-04-1986,Fre,Bri,Singapore Grand Prix,Sin,10748,0,0,0,1,0.8518518518518519,0.5301507537688442,1,1
Manor Marussia,Alexander Rossi,2015,20-09-2015,20,12,20,25-09-1991,Ame,Bri,Singapore Grand Prix,Sin,8761,0,0,0,1,1,0.12121212121212122,0,0
Manor Marussia,Will Stevens,2015,20-09-2015,19,12,19,28-06-1991,Bri,Bri,Singapore Grand Prix,Sin,8850,0,0,0,1,1,0.12121212121212122,0,0
McLaren,Jenson Button,2015,20-09-2015,15,6,15,19-01-1980,Bri,Bri,Singapore Grand Prix,Sin,13028,0,0,0,1,0.9407407407407408,0.5914786967418546,0,1
McLaren,Fernando Alonso,2015,20-09-2015,12,6,12,29-07-1981,Spa,Bri,Singapore Grand Prix,Sin,12471,0,0,0,1,0.9248554913294798,0.5914786967418546,0,1
Mercedes,Lewis Hamilton,2015,20-09-2015,5,37,5,07-01-1985,Bri,Ger,Singapore Grand Prix,Sin,11213,0,0,0,1,0.945273631840796,0.8778054862842892,1,1
Williams,Felipe Massa,2015,20-09-2015,9,6,9,25-04-1981,Bra,Bri,Singapore Grand Prix,Sin,12566,0,0,0,1,0.9161290322580645,0.4962593516209476,0,1
Racing Point,Nico Hülkenberg,2015,20-09-2015,11,4,11,19-08-1987,Ger,Ind,Singapore Grand Prix,Sin,10259,0,0,1,0,0.898876404494382,0.6084788029925188,0,1
Mercedes,Lewis Hamilton,2015,27-09-2015,2,1,2,07-01-1985,Bri,Ger,Japanese Grand Prix,Jap,11220,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Mercedes,Nico Rosberg,2015,27-09-2015,1,1,1,27-06-1985,Ger,Ger,Japanese Grand Prix,Jap,11049,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Ferrari,Sebastian Vettel,2015,27-09-2015,4,1,4,03-07-1987,Ger,Ita,Japanese Grand Prix,Jap,10313,0,0,0,0,0.955,0.8980099502487562,1,1
Ferrari,Kimi Räikkönen,2015,27-09-2015,6,1,6,17-10-1979,Fin,Ita,Japanese Grand Prix,Jap,13129,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Williams,Valtteri Bottas,2015,27-09-2015,3,1,3,28-08-1989,Fin,Bri,Japanese Grand Prix,Jap,9526,0,0,0,0,0.965034965034965,0.4962593516209476,1,1
Racing Point,Nico Hülkenberg,2015,27-09-2015,13,1,11,19-08-1987,Ger,Ind,Japanese Grand Prix,Jap,10266,0,0,0,0,0.898876404494382,0.6084788029925188,0,1
Renault,Romain Grosjean,2015,27-09-2015,8,1,8,17-04-1986,Fre,Bri,Japanese Grand Prix,Jap,10755,0,0,0,0,0.8518518518518519,0.5301507537688442,1,1
Renault,Pastor Maldonado,2015,27-09-2015,11,1,13,09-03-1985,Ven,Bri,Japanese Grand Prix,Jap,11159,0,0,0,0,0.8229166666666666,0.5301507537688442,0,1
AlphaTauri,Max Verstappen,2015,27-09-2015,17,1,15,30-09-1997,Dut,Ita,Japanese Grand Prix,Jap,6571,0,0,0,0,0.9142857142857143,0.4547738693467337,1,1
AlphaTauri,Carlos Sainz,2015,27-09-2015,10,11,12,01-09-1994,Spa,Ita,Japanese Grand Prix,Jap,7696,0,0,0,1,0.9038461538461539,0.4547738693467337,1,1
McLaren,Fernando Alonso,2015,27-09-2015,12,11,14,29-07-1981,Spa,Bri,Japanese Grand Prix,Jap,12478,0,0,0,1,0.9248554913294798,0.5914786967418546,0,1
Racing Point,Sergio Pérez,2015,27-09-2015,9,11,9,26-01-1990,Mex,Ind,Japanese Grand Prix,Jap,9375,0,0,0,1,0.9333333333333333,0.6084788029925188,1,1
Red Bull,Daniil Kvyat,2015,27-09-2015,20,11,10,26-04-1994,Rus,Aus,Japanese Grand Prix,Jap,7824,0,0,0,1,0.9175257731958762,0.825,1,1
Alfa Romeo,Marcus Ericsson,2015,27-09-2015,15,11,17,02-09-1990,Swe,Swi,Japanese Grand Prix,Jap,9156,0,0,0,1,0.875,0.42713567839195976,0,1
Red Bull,Daniel Ricciardo,2015,27-09-2015,7,11,7,01-07-1989,Aus,Aus,Japanese Grand Prix,Jap,9584,0,0,0,1,0.9421965317919075,0.825,1,1
McLaren,Jenson Button,2015,27-09-2015,14,11,16,19-01-1980,Bri,Bri,Japanese Grand Prix,Jap,13035,0,0,0,1,0.9407407407407408,0.5914786967418546,0,1
Williams,Felipe Massa,2015,27-09-2015,5,12,5,25-04-1981,Bra,Bri,Japanese Grand Prix,Jap,12573,0,0,0,1,0.9161290322580645,0.4962593516209476,0,1
Manor Marussia,Alexander Rossi,2015,27-09-2015,19,12,20,25-09-1991,Ame,Bri,Japanese Grand Prix,Jap,8768,0,0,0,1,1,0.12121212121212122,0,0
Manor Marussia,Will Stevens,2015,27-09-2015,18,13,19,28-06-1991,Bri,Bri,Japanese Grand Prix,Jap,8857,0,0,0,1,1,0.12121212121212122,0,0
Alfa Romeo,Felipe Nasr,2015,27-09-2015,16,31,18,21-08-1992,Bra,Swi,Japanese Grand Prix,Jap,8437,0,0,1,0,0.925,0.42713567839195976,0,1
Mercedes,Lewis Hamilton,2015,11-10-2015,2,1,2,07-01-1985,Bri,Ger,Russian Grand Prix,Rus,11234,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Ferrari,Sebastian Vettel,2015,11-10-2015,4,1,4,03-07-1987,Ger,Ita,Russian Grand Prix,Rus,10327,0,0,0,0,0.955,0.8980099502487562,1,1
Racing Point,Sergio Pérez,2015,11-10-2015,7,1,7,26-01-1990,Mex,Ind,Russian Grand Prix,Rus,9389,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
Williams,Felipe Massa,2015,11-10-2015,15,1,15,25-04-1981,Bra,Bri,Russian Grand Prix,Rus,12587,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Ferrari,Kimi Räikkönen,2015,11-10-2015,5,1,5,17-10-1979,Fin,Ita,Russian Grand Prix,Rus,13143,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Alfa Romeo,Felipe Nasr,2015,11-10-2015,12,1,12,21-08-1992,Bra,Swi,Russian Grand Prix,Rus,8451,0,0,0,0,0.925,0.42713567839195976,0,1
Renault,Pastor Maldonado,2015,11-10-2015,14,1,14,09-03-1985,Ven,Bri,Russian Grand Prix,Rus,11173,0,0,0,0,0.8229166666666666,0.5301507537688442,0,1
McLaren,Jenson Button,2015,11-10-2015,13,1,13,19-01-1980,Bri,Bri,Russian Grand Prix,Rus,13049,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
AlphaTauri,Max Verstappen,2015,11-10-2015,9,1,9,30-09-1997,Dut,Ita,Russian Grand Prix,Rus,6585,0,0,0,0,0.9142857142857143,0.4547738693467337,1,1
McLaren,Fernando Alonso,2015,11-10-2015,19,1,16,29-07-1981,Spa,Bri,Russian Grand Prix,Rus,12492,0,0,0,0,0.9248554913294798,0.5914786967418546,0,1
Williams,Valtteri Bottas,2015,11-10-2015,3,4,3,28-08-1989,Fin,Bri,Russian Grand Prix,Rus,9540,0,0,1,0,0.965034965034965,0.4962593516209476,1,1
Red Bull,Daniel Ricciardo,2015,11-10-2015,10,22,10,01-07-1989,Aus,Aus,Russian Grand Prix,Rus,9598,0,0,0,1,0.9421965317919075,0.825,1,1
Renault,Romain Grosjean,2015,11-10-2015,8,3,8,17-04-1986,Fre,Bri,Russian Grand Prix,Rus,10769,0,0,1,0,0.8518518518518519,0.5301507537688442,1,1
Mercedes,Nico Rosberg,2015,11-10-2015,1,37,1,27-06-1985,Ger,Ger,Russian Grand Prix,Rus,11063,0,0,0,1,0.9485294117647058,0.8778054862842892,0,1
Racing Point,Nico Hülkenberg,2015,11-10-2015,6,4,6,19-08-1987,Ger,Ind,Russian Grand Prix,Rus,10280,0,0,1,0,0.898876404494382,0.6084788029925188,0,1
Alfa Romeo,Marcus Ericsson,2015,11-10-2015,17,4,17,02-09-1990,Swe,Swi,Russian Grand Prix,Rus,9170,0,0,1,0,0.875,0.42713567839195976,0,1
Mercedes,Lewis Hamilton,2015,25-10-2015,2,1,2,07-01-1985,Bri,Ger,United States Grand Prix,Ame,11248,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Red Bull,Daniil Kvyat,2015,11-10-2015,11,1,11,26-04-1994,Rus,Aus,Russian Grand Prix,Rus,7838,1,0,0,0,0.9175257731958762,0.825,1,1
Mercedes,Nico Rosberg,2015,25-10-2015,1,1,1,27-06-1985,Ger,Ger,United States Grand Prix,Ame,11077,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Ferrari,Sebastian Vettel,2015,25-10-2015,13,1,5,03-07-1987,Ger,Ita,United States Grand Prix,Ame,10341,0,0,0,0,0.955,0.8980099502487562,1,1
AlphaTauri,Max Verstappen,2015,25-10-2015,8,1,10,30-09-1997,Dut,Ita,United States Grand Prix,Ame,6599,0,0,0,0,0.9142857142857143,0.4547738693467337,1,1
Racing Point,Sergio Pérez,2015,25-10-2015,5,1,6,26-01-1990,Mex,Ind,United States Grand Prix,Ame,9403,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
McLaren,Jenson Button,2015,25-10-2015,11,1,14,19-01-1980,Bri,Bri,United States Grand Prix,Ame,13063,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
AlphaTauri,Carlos Sainz,2015,25-10-2015,20,1,20,01-09-1994,Spa,Ita,United States Grand Prix,Ame,7724,0,0,0,0,0.9038461538461539,0.4547738693467337,1,1
Renault,Pastor Maldonado,2015,25-10-2015,12,1,15,09-03-1985,Ven,Bri,United States Grand Prix,Ame,11187,0,0,0,0,0.8229166666666666,0.5301507537688442,0,1
Alfa Romeo,Felipe Nasr,2015,25-10-2015,15,1,17,21-08-1992,Bra,Swi,United States Grand Prix,Ame,8465,0,0,0,0,0.925,0.42713567839195976,0,1
Red Bull,Daniel Ricciardo,2015,25-10-2015,3,1,3,01-07-1989,Aus,Aus,United States Grand Prix,Ame,9612,0,0,0,0,0.9421965317919075,0.825,1,1
McLaren,Fernando Alonso,2015,25-10-2015,9,1,11,29-07-1981,Spa,Bri,United States Grand Prix,Ame,12506,0,0,0,0,0.9248554913294798,0.5914786967418546,0,1
Red Bull,Daniil Kvyat,2015,25-10-2015,4,3,4,26-04-1994,Rus,Aus,United States Grand Prix,Ame,7852,0,0,1,0,0.9175257731958762,0.825,1,1
Racing Point,Nico Hülkenberg,2015,25-10-2015,6,3,7,19-08-1987,Ger,Ind,United States Grand Prix,Ame,10294,0,0,1,0,0.898876404494382,0.6084788029925188,0,1
Alfa Romeo,Marcus Ericsson,2015,25-10-2015,14,31,16,02-09-1990,Swe,Swi,United States Grand Prix,Ame,9184,0,0,1,0,0.875,0.42713567839195976,0,1
Ferrari,Kimi Räikkönen,2015,25-10-2015,18,135,8,17-10-1979,Fin,Ita,United States Grand Prix,Ame,13157,0,0,0,1,0.9440993788819876,0.8980099502487562,1,1
Williams,Felipe Massa,2015,25-10-2015,7,31,9,25-04-1981,Bra,Bri,United States Grand Prix,Ame,12601,0,0,1,0,0.9161290322580645,0.4962593516209476,0,1
Renault,Romain Grosjean,2015,25-10-2015,10,31,13,17-04-1986,Fre,Bri,United States Grand Prix,Ame,10783,0,0,1,0,0.8518518518518519,0.5301507537688442,1,1
Williams,Valtteri Bottas,2015,25-10-2015,16,31,12,28-08-1989,Fin,Bri,United States Grand Prix,Ame,9554,0,0,1,0,0.965034965034965,0.4962593516209476,1,1
Mercedes,Nico Rosberg,2015,01-11-2015,1,1,1,27-06-1985,Ger,Ger,Mexican Grand Prix,Mex,11084,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Mercedes,Lewis Hamilton,2015,01-11-2015,2,1,2,07-01-1985,Bri,Ger,Mexican Grand Prix,Mex,11255,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Williams,Valtteri Bottas,2015,01-11-2015,6,1,6,28-08-1989,Fin,Bri,Mexican Grand Prix,Mex,9561,0,0,0,0,0.965034965034965,0.4962593516209476,1,1
Red Bull,Daniil Kvyat,2015,01-11-2015,4,1,4,26-04-1994,Rus,Aus,Mexican Grand Prix,Mex,7859,0,0,0,0,0.9175257731958762,0.825,1,1
Red Bull,Daniel Ricciardo,2015,01-11-2015,5,1,5,01-07-1989,Aus,Aus,Mexican Grand Prix,Mex,9619,0,0,0,0,0.9421965317919075,0.825,1,1
Williams,Felipe Massa,2015,01-11-2015,7,1,7,25-04-1981,Bra,Bri,Mexican Grand Prix,Mex,12608,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Racing Point,Nico Hülkenberg,2015,01-11-2015,10,1,10,19-08-1987,Ger,Ind,Mexican Grand Prix,Mex,10301,0,0,0,0,0.898876404494382,0.6084788029925188,0,1
Racing Point,Sergio Pérez,2015,01-11-2015,9,1,9,26-01-1990,Mex,Ind,Mexican Grand Prix,Mex,9410,1,0,0,0,0.9333333333333333,0.6084788029925188,1,1
AlphaTauri,Max Verstappen,2015,01-11-2015,8,1,8,30-09-1997,Dut,Ita,Mexican Grand Prix,Mex,6606,0,0,0,0,0.9142857142857143,0.4547738693467337,1,1
Renault,Romain Grosjean,2015,01-11-2015,12,1,12,17-04-1986,Fre,Bri,Mexican Grand Prix,Mex,10790,0,0,0,0,0.8518518518518519,0.5301507537688442,1,1
Renault,Pastor Maldonado,2015,01-11-2015,13,1,13,09-03-1985,Ven,Bri,Mexican Grand Prix,Mex,11194,0,0,0,0,0.8229166666666666,0.5301507537688442,0,1
Alfa Romeo,Marcus Ericsson,2015,01-11-2015,14,1,14,02-09-1990,Swe,Swi,Mexican Grand Prix,Mex,9191,0,0,0,0,0.875,0.42713567839195976,0,1
AlphaTauri,Carlos Sainz,2015,01-11-2015,11,1,11,01-09-1994,Spa,Ita,Mexican Grand Prix,Mex,7731,0,0,0,0,0.9038461538461539,0.4547738693467337,1,1
McLaren,Jenson Button,2015,01-11-2015,20,1,20,19-01-1980,Bri,Bri,Mexican Grand Prix,Mex,13070,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Alfa Romeo,Felipe Nasr,2015,01-11-2015,15,23,17,21-08-1992,Bra,Swi,Mexican Grand Prix,Mex,8472,0,0,0,1,0.925,0.42713567839195976,0,1
Ferrari,Sebastian Vettel,2015,01-11-2015,3,3,3,03-07-1987,Ger,Ita,Mexican Grand Prix,Mex,10348,0,0,1,0,0.955,0.8980099502487562,1,1
Ferrari,Kimi Räikkönen,2015,01-11-2015,19,4,15,17-10-1979,Fin,Ita,Mexican Grand Prix,Mex,13164,0,0,1,0,0.9440993788819876,0.8980099502487562,1,1
McLaren,Fernando Alonso,2015,01-11-2015,18,31,16,29-07-1981,Spa,Bri,Mexican Grand Prix,Mex,12513,0,0,1,0,0.9248554913294798,0.5914786967418546,0,1
Mercedes,Nico Rosberg,2015,15-11-2015,1,1,1,27-06-1985,Ger,Ger,Brazilian Grand Prix,Bra,11098,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Mercedes,Lewis Hamilton,2015,15-11-2015,2,1,2,07-01-1985,Bri,Ger,Brazilian Grand Prix,Bra,11269,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Ferrari,Sebastian Vettel,2015,15-11-2015,3,1,3,03-07-1987,Ger,Ita,Brazilian Grand Prix,Bra,10362,0,0,0,0,0.955,0.8980099502487562,1,1
Ferrari,Kimi Räikkönen,2015,15-11-2015,4,1,5,17-10-1979,Fin,Ita,Brazilian Grand Prix,Bra,13178,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
Williams,Valtteri Bottas,2015,15-11-2015,7,11,4,28-08-1989,Fin,Bri,Brazilian Grand Prix,Bra,9575,0,0,0,1,0.965034965034965,0.4962593516209476,1,1
Racing Point,Nico Hülkenberg,2015,15-11-2015,5,11,6,19-08-1987,Ger,Ind,Brazilian Grand Prix,Bra,10315,0,0,0,1,0.898876404494382,0.6084788029925188,0,1
