constructor,driver,year,date,quali_pos,status_id,position,dob,driver_nationality,constructor_nationality,GP_name,country,age_at_gp_in_days,driver_home,constructor_home,driver_dnf,constructor_dnf,driver_confidence,constructor_reliability,active_driver,active_constructor
Mercedes,Lewis Hamilton,2013,2013-10-27,3,1,3,1985-01-07,Bri,Ger,Indian Grand Prix,Ind,10520,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Renault,Kimi Räikkönen,2013,2013-10-27,6,1,6,1979-10-17,Fin,Bri,Indian Grand Prix,Ind,12429,0,0,0,0,0.9440993788819876,0.5301507537688442,1,1
Racing Point,Paul di Resta,2013,2013-10-27,12,1,12,1986-04-16,Bri,Ind,Indian Grand Prix,Ind,10056,0,1,0,0,0.864406779661017,0.6084788029925188,0,1
Racing Point,Adrian Sutil,2013,2013-10-27,13,1,13,1983-01-11,Ger,Ind,Indian Grand Prix,Ind,11247,0,1,0,0,0.868421052631579,0.6084788029925188,0,1
AlphaTauri,Daniel Ricciardo,2013,2013-10-27,11,1,11,1989-07-01,Aus,Ita,Indian Grand Prix,Ind,8884,0,0,0,0,0.9421965317919075,0.4547738693467337,1,1
Ferrari,Fernando Alonso,2013,2013-10-27,8,1,8,1981-07-29,Spa,Ita,Indian Grand Prix,Ind,11778,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Williams,Pastor Maldonado,2013,2013-10-27,18,1,18,1985-03-09,Ven,Bri,Indian Grand Prix,Ind,10459,0,0,0,0,0.8229166666666666,0.4962593516209476,0,1
AlphaTauri,Jean-Éric Vergne,2013,2013-10-27,14,11,14,1990-04-25,Fre,Ita,Indian Grand Prix,Ind,8586,0,0,0,1,0.9137931034482758,0.4547738693467337,0,1
McLaren,Jenson Button,2013,2013-10-27,10,11,10,1980-01-19,Bri,Bri,Indian Grand Prix,Ind,12335,0,0,0,1,0.9407407407407408,0.5914786967418546,0,1
Alfa Romeo,Esteban Gutiérrez,2013,2013-10-27,16,11,16,1991-08-05,Mex,Swi,Indian Grand Prix,Ind,8119,0,0,0,1,0.847457627118644,0.42713567839195976,0,1
Williams,Valtteri Bottas,2013,2013-10-27,15,11,15,1989-08-28,Fin,Bri,Indian Grand Prix,Ind,8826,0,0,0,1,0.965034965034965,0.4962593516209476,1,1
Marussia,Max Chilton,2013,2013-10-27,22,12,22,1991-04-21,Bri,Rus,Indian Grand Prix,Ind,8225,0,0,0,1,0.9428571428571428,0.16666666666666663,0,0
Marussia,Jules Bianchi,2013,2013-10-27,19,12,19,1989-08-03,Fre,Rus,Indian Grand Prix,Ind,8851,0,0,0,1,0.9117647058823529,0.16666666666666663,0,0
Alfa Romeo,Nico Hülkenberg,2013,2013-10-27,7,26,7,1987-08-19,Ger,Swi,Indian Grand Prix,Ind,9566,0,0,0,1,0.898876404494382,0.42713567839195976,0,1
Red Bull,Mark Webber,2013,2013-10-27,4,91,4,1976-08-27,Aus,Aus,Indian Grand Prix,Ind,13575,0,0,0,1,0.935064935064935,0.825,0,1
Caterham,Charles Pic,2013,2013-10-27,21,9,21,1990-02-15,Fre,Mal,Indian Grand Prix,Ind,8655,0,0,0,1,0.9487179487179487,0.1785714285714286,0,0
Caterham,Giedo van der Garde,2013,2013-10-27,20,4,20,1985-04-25,Dut,Mal,Indian Grand Prix,Ind,10412,0,0,1,0,0.8421052631578947,0.1785714285714286,0,0
Red Bull,Sebastian Vettel,2013,2013-11-03,2,1,2,1987-07-03,Ger,Aus,Abu Dhabi Grand Prix,UAE,9620,0,0,0,0,0.955,0.825,1,1
Red Bull,Mark Webber,2013,2013-11-03,1,1,1,1976-08-27,Aus,Aus,Abu Dhabi Grand Prix,UAE,13582,0,0,0,0,0.935064935064935,0.825,0,1
Mercedes,Nico Rosberg,2013,2013-11-03,3,1,3,1985-06-27,Ger,Ger,Abu Dhabi Grand Prix,UAE,10356,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Renault,Romain Grosjean,2013,2013-11-03,6,1,7,1986-04-17,Fre,Bri,Abu Dhabi Grand Prix,UAE,10062,0,0,0,0,0.8518518518518519,0.5301507537688442,1,1
Ferrari,Fernando Alonso,2013,2013-11-03,10,1,11,1981-07-29,Spa,Ita,Abu Dhabi Grand Prix,UAE,11785,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Racing Point,Paul di Resta,2013,2013-11-03,11,1,12,1986-04-16,Bri,Ind,Abu Dhabi Grand Prix,UAE,10063,0,0,0,0,0.864406779661017,0.6084788029925188,0,1
Mercedes,Lewis Hamilton,2013,2013-11-03,4,1,4,1985-01-07,Bri,Ger,Abu Dhabi Grand Prix,UAE,10527,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Ferrari,Felipe Massa,2013,2013-11-03,7,1,8,1981-04-25,Bra,Ita,Abu Dhabi Grand Prix,UAE,11880,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
McLaren,Sergio Pérez,2013,2013-11-03,8,1,9,1990-01-26,Mex,Bri,Abu Dhabi Grand Prix,UAE,8682,0,0,0,0,0.9333333333333333,0.5914786967418546,1,1
Racing Point,Adrian Sutil,2013,2013-11-03,17,1,18,1983-01-11,Ger,Ind,Abu Dhabi Grand Prix,UAE,11254,0,0,0,0,0.868421052631579,0.6084788029925188,0,1
Williams,Pastor Maldonado,2013,2013-11-03,14,1,15,1985-03-09,Ven,Bri,Abu Dhabi Grand Prix,UAE,10466,0,0,0,0,0.8229166666666666,0.4962593516209476,0,1
McLaren,Jenson Button,2013,2013-11-03,12,1,13,1980-01-19,Bri,Bri,Abu Dhabi Grand Prix,UAE,12342,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Alfa Romeo,Esteban Gutiérrez,2013,2013-11-03,16,1,17,1991-08-05,Mex,Swi,Abu Dhabi Grand Prix,UAE,8126,0,0,0,0,0.847457627118644,0.42713567839195976,0,1
Alfa Romeo,Nico Hülkenberg,2013,2013-11-03,5,11,6,1987-08-19,Ger,Swi,Abu Dhabi Grand Prix,UAE,9573,0,0,0,1,0.898876404494382,0.42713567839195976,0,1
Williams,Valtteri Bottas,2013,2013-11-03,15,11,16,1989-08-28,Fin,Bri,Abu Dhabi Grand Prix,UAE,8833,0,0,0,1,0.965034965034965,0.4962593516209476,1,1
AlphaTauri,Daniel Ricciardo,2013,2013-11-03,9,11,10,1989-07-01,Aus,Ita,Abu Dhabi Grand Prix,UAE,8891,0,0,0,1,0.9421965317919075,0.4547738693467337,1,1
AlphaTauri,Jean-Éric Vergne,2013,2013-11-03,13,11,14,1990-04-25,Fre,Ita,Abu Dhabi Grand Prix,UAE,8593,0,0,0,1,0.9137931034482758,0.4547738693467337,0,1
Caterham,Giedo van der Garde,2013,2013-11-03,18,11,19,1985-04-25,Dut,Mal,Abu Dhabi Grand Prix,UAE,10419,0,0,0,1,0.8421052631578947,0.1785714285714286,0,0
Caterham,Charles Pic,2013,2013-11-03,19,11,21,1990-02-15,Fre,Mal,Abu Dhabi Grand Prix,UAE,8662,0,0,0,1,0.9487179487179487,0.1785714285714286,0,0
Marussia,Jules Bianchi,2013,2013-11-03,21,12,20,1989-08-03,Fre,Rus,Abu Dhabi Grand Prix,UAE,8858,0,0,0,1,0.9117647058823529,0.16666666666666663,0,0
Marussia,Max Chilton,2013,2013-11-03,20,12,22,1991-04-21,Bri,Rus,Abu Dhabi Grand Prix,UAE,8232,0,0,0,1,0.9428571428571428,0.16666666666666663,0,0
Renault,Kimi Räikkönen,2013,2013-11-03,22,3,5,1979-10-17,Fin,Bri,Abu Dhabi Grand Prix,UAE,12436,0,0,1,0,0.9440993788819876,0.5301507537688442,1,1
Red Bull,Sebastian Vettel,2013,2013-11-17,1,1,1,1987-07-03,Ger,Aus,United States Grand Prix,Ame,9634,0,0,0,0,0.955,0.825,1,1
Renault,Romain Grosjean,2013,2013-11-17,3,1,3,1986-04-17,Fre,Bri,United States Grand Prix,Ame,10076,0,0,0,0,0.8518518518518519,0.5301507537688442,1,1
Red Bull,Mark Webber,2013,2013-11-17,2,1,2,1976-08-27,Aus,Aus,United States Grand Prix,Ame,13596,0,0,0,0,0.935064935064935,0.825,0,1
Mercedes,Lewis Hamilton,2013,2013-11-17,5,1,5,1985-01-07,Bri,Ger,United States Grand Prix,Ame,10541,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Ferrari,Fernando Alonso,2013,2013-11-17,6,1,6,1981-07-29,Spa,Ita,United States Grand Prix,Ame,11799,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Alfa Romeo,Nico Hülkenberg,2013,2013-11-17,4,1,4,1987-08-19,Ger,Swi,United States Grand Prix,Ame,9587,0,0,0,0,0.898876404494382,0.42713567839195976,0,1
McLaren,Sergio Pérez,2013,2013-11-17,7,1,7,1990-01-26,Mex,Bri,United States Grand Prix,Ame,8696,0,0,0,0,0.9333333333333333,0.5914786967418546,1,1
Williams,Valtteri Bottas,2013,2013-11-17,9,1,9,1989-08-28,Fin,Bri,United States Grand Prix,Ame,8847,0,0,0,0,0.965034965034965,0.4962593516209476,1,1
Mercedes,Nico Rosberg,2013,2013-11-17,12,1,14,1985-06-27,Ger,Ger,United States Grand Prix,Ame,10370,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
McLaren,Jenson Button,2013,2013-11-17,15,1,13,1980-01-19,Bri,Bri,United States Grand Prix,Ame,12356,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
AlphaTauri,Daniel Ricciardo,2013,2013-11-17,10,1,11,1989-07-01,Aus,Ita,United States Grand Prix,Ame,8905,0,0,0,0,0.9421965317919075,0.4547738693467337,1,1
AlphaTauri,Jean-Éric Vergne,2013,2013-11-17,14,1,16,1990-04-25,Fre,Ita,United States Grand Prix,Ame,8607,0,0,0,0,0.9137931034482758,0.4547738693467337,0,1
Ferrari,Felipe Massa,2013,2013-11-17,13,1,15,1981-04-25,Bra,Ita,United States Grand Prix,Ame,11894,0,0,0,0,0.9161290322580645,0.8980099502487562,0,1
Alfa Romeo,Esteban Gutiérrez,2013,2013-11-17,20,1,10,1991-08-05,Mex,Swi,United States Grand Prix,Ame,8140,0,0,0,0,0.847457627118644,0.42713567839195976,0,1
Renault,Heikki Kovalainen,2013,2013-11-17,8,1,8,1981-10-19,Fin,Bri,United States Grand Prix,Ame,11717,0,0,0,0,0.95,0.5301507537688442,0,1
Racing Point,Paul di Resta,2013,2013-11-17,11,1,12,1986-04-16,Bri,Ind,United States Grand Prix,Ame,10077,0,0,0,0,0.864406779661017,0.6084788029925188,0,1
Williams,Pastor Maldonado,2013,2013-11-17,17,11,18,1985-03-09,Ven,Bri,United States Grand Prix,Ame,10480,0,0,0,1,0.8229166666666666,0.4962593516209476,0,1
Marussia,Jules Bianchi,2013,2013-11-17,19,11,20,1989-08-03,Fre,Rus,United States Grand Prix,Ame,8872,0,0,0,1,0.9117647058823529,0.16666666666666663,0,0
Caterham,Giedo van der Garde,2013,2013-11-17,18,11,19,1985-04-25,Dut,Mal,United States Grand Prix,Ame,10433,0,0,0,1,0.8421052631578947,0.1785714285714286,0,0
Caterham,Charles Pic,2013,2013-11-17,22,11,21,1990-02-15,Fre,Mal,United States Grand Prix,Ame,8676,0,0,0,1,0.9487179487179487,0.1785714285714286,0,0
Marussia,Max Chilton,2013,2013-11-17,21,12,22,1991-04-21,Bri,Rus,United States Grand Prix,Ame,8246,0,0,0,1,0.9428571428571428,0.16666666666666663,0,0
Racing Point,Adrian Sutil,2013,2013-11-17,16,3,17,1983-01-11,Ger,Ind,United States Grand Prix,Ame,11268,0,0,1,0,0.868421052631579,0.6084788029925188,0,1
Red Bull,Sebastian Vettel,2013,2013-11-24,1,1,1,1987-07-03,Ger,Aus,Brazilian Grand Prix,Bra,9641,0,0,0,0,0.955,0.825,1,1
Red Bull,Mark Webber,2013,2013-11-24,4,1,4,1976-08-27,Aus,Aus,Brazilian Grand Prix,Bra,13603,0,0,0,0,0.935064935064935,0.825,0,1
Ferrari,Fernando Alonso,2013,2013-11-24,3,1,3,1981-07-29,Spa,Ita,Brazilian Grand Prix,Bra,11806,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
McLaren,Jenson Button,2013,2013-11-24,14,1,15,1980-01-19,Bri,Bri,Brazilian Grand Prix,Bra,12363,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Mercedes,Nico Rosberg,2013,2013-11-24,2,1,2,1985-06-27,Ger,Ger,Brazilian Grand Prix,Bra,10377,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
McLaren,Sergio Pérez,2013,2013-11-24,19,1,14,1990-01-26,Mex,Bri,Brazilian Grand Prix,Bra,8703,0,0,0,0,0.9333333333333333,0.5914786967418546,1,1
Ferrari,Felipe Massa,2013,2013-11-24,9,1,9,1981-04-25,Bra,Ita,Brazilian Grand Prix,Bra,11901,1,0,0,0,0.9161290322580645,0.8980099502487562,0,1
Alfa Romeo,Nico Hülkenberg,2013,2013-11-24,10,1,10,1987-08-19,Ger,Swi,Brazilian Grand Prix,Bra,9594,0,0,0,0,0.898876404494382,0.42713567839195976,0,1
Mercedes,Lewis Hamilton,2013,2013-11-24,5,1,5,1985-01-07,Bri,Ger,Brazilian Grand Prix,Bra,10548,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
AlphaTauri,Daniel Ricciardo,2013,2013-11-24,7,11,7,1989-07-01,Aus,Ita,Brazilian Grand Prix,Bra,8912,0,0,0,1,0.9421965317919075,0.4547738693467337,1,1
Racing Point,Paul di Resta,2013,2013-11-24,12,11,12,1986-04-16,Bri,Ind,Brazilian Grand Prix,Bra,10084,0,0,0,1,0.864406779661017,0.6084788029925188,0,1
Alfa Romeo,Esteban Gutiérrez,2013,2013-11-24,17,11,18,1991-08-05,Mex,Swi,Brazilian Grand Prix,Bra,8147,0,0,0,1,0.847457627118644,0.42713567839195976,0,1
Racing Point,Adrian Sutil,2013,2013-11-24,15,11,16,1983-01-11,Ger,Ind,Brazilian Grand Prix,Bra,11275,0,0,0,1,0.868421052631579,0.6084788029925188,0,1
Renault,Heikki Kovalainen,2013,2013-11-24,11,11,11,1981-10-19,Fin,Bri,Brazilian Grand Prix,Bra,11724,0,0,0,1,0.95,0.5301507537688442,0,1
AlphaTauri,Jean-Éric Vergne,2013,2013-11-24,8,11,8,1990-04-25,Fre,Ita,Brazilian Grand Prix,Bra,8614,0,0,0,1,0.9137931034482758,0.4547738693467337,0,1
Williams,Pastor Maldonado,2013,2013-11-24,16,11,17,1985-03-09,Ven,Bri,Brazilian Grand Prix,Bra,10487,0,0,0,1,0.8229166666666666,0.4962593516209476,0,1
Marussia,Jules Bianchi,2013,2013-11-24,21,12,21,1989-08-03,Fre,Rus,Brazilian Grand Prix,Bra,8879,0,0,0,1,0.9117647058823529,0.16666666666666663,0,0
Caterham,Giedo van der Garde,2013,2013-11-24,20,12,20,1985-04-25,Dut,Mal,Brazilian Grand Prix,Bra,10440,0,0,0,1,0.8421052631578947,0.1785714285714286,0,0
Marussia,Max Chilton,2013,2013-11-24,22,12,22,1991-04-21,Bri,Rus,Brazilian Grand Prix,Bra,8253,0,0,0,1,0.9428571428571428,0.16666666666666663,0,0
Caterham,Charles Pic,2013,2013-11-24,18,26,19,1990-02-15,Fre,Mal,Brazilian Grand Prix,Bra,8683,0,0,0,1,0.9487179487179487,0.1785714285714286,0,0
Williams,Valtteri Bottas,2013,2013-11-24,13,3,13,1989-08-28,Fin,Bri,Brazilian Grand Prix,Bra,8854,0,0,1,0,0.965034965034965,0.4962593516209476,1,1
Renault,Romain Grosjean,2013,2013-11-24,6,5,6,1986-04-17,Fre,Bri,Brazilian Grand Prix,Bra,10083,0,0,0,1,0.8518518518518519,0.5301507537688442,1,1
Mercedes,Nico Rosberg,2014,2014-03-16,3,1,3,1985-06-27,Ger,Ger,Australian Grand Prix,Aus,10489,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
McLaren,Kevin Magnussen,2014,2014-03-16,4,1,4,1992-10-05,Dan,Bri,Australian Grand Prix,Aus,7832,0,0,0,0,0.9523809523809523,0.5914786967418546,1,1
McLaren,Jenson Button,2014,2014-03-16,10,1,11,1980-01-19,Bri,Bri,Australian Grand Prix,Aus,12475,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Ferrari,Fernando Alonso,2014,2014-03-16,5,1,5,1981-07-29,Spa,Ita,Australian Grand Prix,Aus,11918,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Williams,Valtteri Bottas,2014,2014-03-16,15,1,10,1989-08-28,Fin,Bri,Australian Grand Prix,Aus,8966,0,0,0,0,0.965034965034965,0.4962593516209476,1,1
Racing Point,Nico Hülkenberg,2014,2014-03-16,7,1,7,1987-08-19,Ger,Ind,Australian Grand Prix,Aus,9706,0,0,0,0,0.898876404494382,0.6084788029925188,0,1
Ferrari,Kimi Räikkönen,2014,2014-03-16,11,1,12,1979-10-17,Fin,Ita,Australian Grand Prix,Aus,12569,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
AlphaTauri,Jean-Éric Vergne,2014,2014-03-16,6,1,6,1990-04-25,Fre,Ita,Australian Grand Prix,Aus,8726,0,0,0,0,0.9137931034482758,0.4547738693467337,0,1
AlphaTauri,Daniil Kvyat,2014,2014-03-16,8,1,8,1994-04-26,Rus,Ita,Australian Grand Prix,Aus,7264,0,0,0,0,0.9175257731958762,0.4547738693467337,1,1
Racing Point,Sergio Pérez,2014,2014-03-16,16,1,16,1990-01-26,Mex,Ind,Australian Grand Prix,Aus,8815,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
Alfa Romeo,Adrian Sutil,2014,2014-03-16,13,11,14,1983-01-11,Ger,Swi,Australian Grand Prix,Aus,11387,0,0,0,1,0.868421052631579,0.42713567839195976,0,1
Alfa Romeo,Esteban Gutiérrez,2014,2014-03-16,20,11,19,1991-08-05,Mex,Swi,Australian Grand Prix,Aus,8259,0,0,0,1,0.847457627118644,0.42713567839195976,0,1
Marussia,Max Chilton,2014,2014-03-16,17,12,17,1991-04-21,Bri,Rus,Australian Grand Prix,Aus,8365,0,0,0,1,0.9428571428571428,0.16666666666666663,0,0
Marussia,Jules Bianchi,2014,2014-03-16,18,18,18,1989-08-03,Fre,Rus,Australian Grand Prix,Aus,8991,0,0,0,1,0.9117647058823529,0.16666666666666663,0,0
Renault,Romain Grosjean,2014,2014-03-16,22,132,21,1986-04-17,Fre,Bri,Australian Grand Prix,Aus,10195,0,0,0,1,0.8518518518518519,0.5301507537688442,1,1
Renault,Pastor Maldonado,2014,2014-03-16,21,132,22,1985-03-09,Ven,Bri,Australian Grand Prix,Aus,10599,0,0,0,1,0.8229166666666666,0.5301507537688442,0,1
Caterham,Marcus Ericsson,2014,2014-03-16,19,51,20,1990-09-02,Swe,Mal,Australian Grand Prix,Aus,8596,0,0,0,1,0.875,0.1785714285714286,0,0
Red Bull,Sebastian Vettel,2014,2014-03-16,12,5,13,1987-07-03,Ger,Aus,Australian Grand Prix,Aus,9753,0,1,0,1,0.955,0.825,1,1
Mercedes,Lewis Hamilton,2014,2014-03-16,1,5,1,1985-01-07,Bri,Ger,Australian Grand Prix,Aus,10660,0,0,0,1,0.945273631840796,0.8778054862842892,1,1
Williams,Felipe Massa,2014,2014-03-16,9,4,9,1981-04-25,Bra,Bri,Australian Grand Prix,Aus,12013,0,0,1,0,0.9161290322580645,0.4962593516209476,0,1
Caterham,Kamui Kobayashi,2014,2014-03-16,14,4,15,1986-09-13,Jap,Mal,Australian Grand Prix,Aus,10046,0,0,1,0,0.8356164383561644,0.1785714285714286,0,0
Red Bull,Daniel Ricciardo,2014,2014-03-16,2,2,2,1989-07-01,Aus,Aus,Australian Grand Prix,Aus,9024,1,1,0,1,0.9421965317919075,0.825,1,1
Mercedes,Lewis Hamilton,2014,2014-03-30,1,1,1,1985-01-07,Bri,Ger,Malaysian Grand Prix,Mal,10674,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Mercedes,Nico Rosberg,2014,2014-03-30,3,1,3,1985-06-27,Ger,Ger,Malaysian Grand Prix,Mal,10503,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Red Bull,Sebastian Vettel,2014,2014-03-30,2,1,2,1987-07-03,Ger,Aus,Malaysian Grand Prix,Mal,9767,0,0,0,0,0.955,0.825,1,1
Ferrari,Fernando Alonso,2014,2014-03-30,4,1,4,1981-07-29,Spa,Ita,Malaysian Grand Prix,Mal,11932,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Racing Point,Nico Hülkenberg,2014,2014-03-30,7,1,7,1987-08-19,Ger,Ind,Malaysian Grand Prix,Mal,9720,0,0,0,0,0.898876404494382,0.6084788029925188,0,1
McLaren,Jenson Button,2014,2014-03-30,10,1,10,1980-01-19,Bri,Bri,Malaysian Grand Prix,Mal,12489,0,0,0,0,0.9407407407407408,0.5914786967418546,0,1
Williams,Felipe Massa,2014,2014-03-30,13,1,13,1981-04-25,Bra,Bri,Malaysian Grand Prix,Mal,12027,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Williams,Valtteri Bottas,2014,2014-03-30,18,1,15,1989-08-28,Fin,Bri,Malaysian Grand Prix,Mal,8980,0,0,0,0,0.965034965034965,0.4962593516209476,1,1
McLaren,Kevin Magnussen,2014,2014-03-30,8,11,8,1992-10-05,Dan,Bri,Malaysian Grand Prix,Mal,7846,0,0,0,1,0.9523809523809523,0.5914786967418546,1,1
AlphaTauri,Daniil Kvyat,2014,2014-03-30,11,11,11,1994-04-26,Rus,Ita,Malaysian Grand Prix,Mal,7278,0,0,0,1,0.9175257731958762,0.4547738693467337,1,1
Renault,Romain Grosjean,2014,2014-03-30,15,11,16,1986-04-17,Fre,Bri,Malaysian Grand Prix,Mal,10209,0,0,0,1,0.8518518518518519,0.5301507537688442,1,1
Ferrari,Kimi Räikkönen,2014,2014-03-30,6,11,6,1979-10-17,Fin,Ita,Malaysian Grand Prix,Mal,12583,0,0,0,1,0.9440993788819876,0.8980099502487562,1,1
Caterham,Kamui Kobayashi,2014,2014-03-30,20,11,20,1986-09-13,Jap,Mal,Malaysian Grand Prix,Mal,10060,0,1,0,1,0.8356164383561644,0.1785714285714286,0,0
Caterham,Marcus Ericsson,2014,2014-03-30,22,12,22,1990-09-02,Swe,Mal,Malaysian Grand Prix,Mal,8610,0,1,0,1,0.875,0.1785714285714286,0,0
Marussia,Max Chilton,2014,2014-03-30,21,12,21,1991-04-21,Bri,Rus,Malaysian Grand Prix,Mal,8379,0,0,0,1,0.9428571428571428,0.16666666666666663,0,0
Red Bull,Daniel Ricciardo,2014,2014-03-30,5,39,5,1989-07-01,Aus,Aus,Malaysian Grand Prix,Mal,9038,0,0,0,1,0.9421965317919075,0.825,1,1
Alfa Romeo,Esteban Gutiérrez,2014,2014-03-30,12,6,12,1991-08-05,Mex,Swi,Malaysian Grand Prix,Mal,8273,0,0,0,1,0.847457627118644,0.42713567839195976,0,1
Alfa Romeo,Adrian Sutil,2014,2014-03-30,17,10,18,1983-01-11,Ger,Swi,Malaysian Grand Prix,Mal,11401,0,0,0,1,0.868421052631579,0.42713567839195976,0,1
AlphaTauri,Jean-Éric Vergne,2014,2014-03-30,9,131,9,1990-04-25,Fre,Ita,Malaysian Grand Prix,Mal,8740,0,0,0,1,0.9137931034482758,0.4547738693467337,0,1
Marussia,Jules Bianchi,2014,2014-03-30,19,23,19,1989-08-03,Fre,Rus,Malaysian Grand Prix,Mal,9005,0,0,0,1,0.9117647058823529,0.16666666666666663,0,0
Renault,Pastor Maldonado,2014,2014-03-30,16,5,17,1985-03-09,Ven,Bri,Malaysian Grand Prix,Mal,10613,0,0,0,1,0.8229166666666666,0.5301507537688442,0,1
Racing Point,Sergio Pérez,2014,2014-03-30,14,54,14,1990-01-26,Mex,Ind,Malaysian Grand Prix,Mal,8829,0,0,0,1,0.9333333333333333,0.6084788029925188,1,1
Mercedes,Lewis Hamilton,2014,2014-04-06,2,1,2,1985-01-07,Bri,Ger,Bahrain Grand Prix,Bah,10681,0,0,0,0,0.945273631840796,0.8778054862842892,1,1
Mercedes,Nico Rosberg,2014,2014-04-06,1,1,1,1985-06-27,Ger,Ger,Bahrain Grand Prix,Bah,10510,0,0,0,0,0.9485294117647058,0.8778054862842892,0,1
Racing Point,Sergio Pérez,2014,2014-04-06,4,1,5,1990-01-26,Mex,Ind,Bahrain Grand Prix,Bah,8836,0,0,0,0,0.9333333333333333,0.6084788029925188,1,1
Red Bull,Daniel Ricciardo,2014,2014-04-06,13,1,3,1989-07-01,Aus,Aus,Bahrain Grand Prix,Bah,9045,0,0,0,0,0.9421965317919075,0.825,1,1
Racing Point,Nico Hülkenberg,2014,2014-04-06,11,1,12,1987-08-19,Ger,Ind,Bahrain Grand Prix,Bah,9727,0,0,0,0,0.898876404494382,0.6084788029925188,0,1
Red Bull,Sebastian Vettel,2014,2014-04-06,10,1,11,1987-07-03,Ger,Aus,Bahrain Grand Prix,Bah,9774,0,0,0,0,0.955,0.825,1,1
Williams,Felipe Massa,2014,2014-04-06,7,1,8,1981-04-25,Bra,Bri,Bahrain Grand Prix,Bah,12034,0,0,0,0,0.9161290322580645,0.4962593516209476,0,1
Williams,Valtteri Bottas,2014,2014-04-06,3,1,4,1989-08-28,Fin,Bri,Bahrain Grand Prix,Bah,8987,0,0,0,0,0.965034965034965,0.4962593516209476,1,1
Ferrari,Fernando Alonso,2014,2014-04-06,9,1,10,1981-07-29,Spa,Ita,Bahrain Grand Prix,Bah,11939,0,0,0,0,0.9248554913294798,0.8980099502487562,0,1
Ferrari,Kimi Räikkönen,2014,2014-04-06,5,1,6,1979-10-17,Fin,Ita,Bahrain Grand Prix,Bah,12590,0,0,0,0,0.9440993788819876,0.8980099502487562,1,1
AlphaTauri,Daniil Kvyat,2014,2014-04-06,12,1,13,1994-04-26,Rus,Ita,Bahrain Grand Prix,Bah,7285,0,0,0,0,0.9175257731958762,0.4547738693467337,1,1
Renault,Romain Grosjean,2014,2014-04-06,16,1,16,1986-04-17,Fre,Bri,Bahrain Grand Prix,Bah,10216,0,0,0,0,0.8518518518518519,0.5301507537688442,1,1
Marussia,Max Chilton,2014,2014-04-06,21,1,22,1991-04-21,Bri,Rus,Bahrain Grand Prix,Bah,8386,0,0,0,0,0.9428571428571428,0.16666666666666663,0,0
Renault,Pastor Maldonado,2014,2014-04-06,17,1,17,1985-03-09,Ven,Bri,Bahrain Grand Prix,Bah,10620,0,0,0,0,0.8229166666666666,0.5301507537688442,0,1
Caterham,Kamui Kobayashi,2014,2014-04-06,18,1,19,1986-09-13,Jap,Mal,Bahrain Grand Prix,Bah,10067,0,0,0,0,0.8356164383561644,0.1785714285714286,0,0
Marussia,Jules Bianchi,2014,2014-04-06,19,11,20,1989-08-03,Fre,Rus,Bahrain Grand Prix,Bah,9012,0,0,0,1,0.9117647058823529,0.16666666666666663,0,0
McLaren,Jenson Button,2014,2014-04-06,6,8,7,1980-01-19,Bri,Bri,Bahrain Grand Prix,Bah,12496,0,0,0,1,0.9407407407407408,0.5914786967418546,0,1
McLaren,Kevin Magnussen,2014,2014-04-06,8,8,9,1992-10-05,Dan,Bri,Bahrain Grand Prix,Bah,7853,0,0,0,1,0.9523809523809523,0.5914786967418546,1,1
Alfa Romeo,Esteban Gutiérrez,2014,2014-04-06,15,4,15,1991-08-05,Mex,Swi,Bahrain Grand Prix,Bah,8280,0,0,1,0,0.847457627118644,0.42713567839195976,0,1
Caterham,Marcus Ericsson,2014,2014-04-06,20,31,21,1990-09-02,Swe,Mal,Bahrain Grand Prix,Bah,8617,0,0,1,0,0.875,0.1785714285714286,0,0
AlphaTauri,Jean-Éric Vergne,2014,2014-04-06,14,31,14,1990-04-25,Fre,Ita,Bahrain Grand Prix,Bah,8747,0,0,1,0,0.9137931034482758,0.4547738693467337,0,1
